origin,destination
"Lincoln,Nebraska,40.8,-96.66782099999999","Columbus,Ohio,39.9622601,-83.00070649999999"
"Lincoln,Nebraska,40.8,-96.66782099999999","Oklahoma City,Oklahoma,35.4729886,-97.5170536"
"Lincoln,Nebraska,40.8,-96.66782099999999","Salem,Oregon,44.9391565,-123.033121"
"Lincoln,Nebraska,40.8,-96.66782099999999","Harrisburg,Pennsylvania,40.266310700000005,-76.8861122"
"Lincoln,Nebraska,40.8,-96.66782099999999","Providence,Rhoda Island,41.824877,-71.413618"
"Lincoln,Nebraska,40.8,-96.66782099999999","Columbia,South Carolina,34.000749299999995,-81.03433129999999"
"Lincoln,Nebraska,40.8,-96.66782099999999","Pierre,South Dakoda,44.368431,-100.354013"
"Lincoln,Nebraska,40.8,-96.66782099999999","Nashville,Tennessee,36.1622296,-86.7743531"
"Lincoln,Nebraska,40.8,-96.66782099999999","Austin,Texas,30.2711286,-97.7436995"
"Lincoln,Nebraska,40.8,-96.66782099999999","Salt Lake City,Utah,40.7670126,-111.89043079999999"
"Lincoln,Nebraska,40.8,-96.66782099999999","Montpelier,Vermont,44.260445000000004,-72.575684"
"Lincoln,Nebraska,40.8,-96.66782099999999","Richmond,Virginia,37.53850870000001,-77.43428"
"Lincoln,Nebraska,40.8,-96.66782099999999","Olympia,Washington,47.0451022,-122.89500749999999"
"Lincoln,Nebraska,40.8,-96.66782099999999","Charleston,West Virginia,38.3505995,-81.6332812"
"Lincoln,Nebraska,40.8,-96.66782099999999","Madison,Wisconsin,43.074760999999995,-89.3837613"
"Lincoln,Nebraska,40.8,-96.66782099999999","Cheyenne,Wyoming,41.14,-104.82"
"Carson City,Neveda,39.169461,-119.766035","Montgomery,Alabama,32.3669656,-86.3006485"
"Carson City,Neveda,39.169461,-119.766035","Juneau,Alaska,58.30194960000001,-134.419734"
"Carson City,Neveda,39.169461,-119.766035","Phoenix,Arizona,33.448586600000006,-112.0773456"
"Carson City,Neveda,39.169461,-119.766035","Little Rock,Arkansas,34.7464809,-92.2895948"
"Carson City,Neveda,39.169461,-119.766035","Sacramento,California,38.5815719,-121.49439960000001"
"Carson City,Neveda,39.169461,-119.766035","Denver,Colorado,39.7392364,-104.98486229999999"
"Carson City,Neveda,39.169461,-119.766035","Hartford,Connecticut,41.764582,-72.6908547"
"Carson City,Neveda,39.169461,-119.766035","Dover,Delaware,39.158167999999996,-75.5243682"
"Carson City,Neveda,39.169461,-119.766035","Tallahassee,Florida,30.4380832,-84.2809332"
"Carson City,Neveda,39.169461,-119.766035","Atlanta,Georgia,33.749098700000005,-84.39018490000001"
"Carson City,Neveda,39.169461,-119.766035","Honolulu,Hawaii,21.3250785,-157.8466442"
"Carson City,Neveda,39.169461,-119.766035","Boise,Idaho,43.61656,-116.20083500000001"
"Carson City,Neveda,39.169461,-119.766035","Springfield,Illinios,39.799749,-89.647463"
"Carson City,Neveda,39.169461,-119.766035","Indianapolis,Indiana,39.7683331,-86.1583502"
"Carson City,Neveda,39.169461,-119.766035","Des Monies,Iowa,41.587185999999996,-93.621949"
"Carson City,Neveda,39.169461,-119.766035","Topeka,Kansas,39.049011,-95.67755600000001"
"Carson City,Neveda,39.169461,-119.766035","Frankfort,Kentucky,38.2009055,-84.8732836"
"Carson City,Neveda,39.169461,-119.766035","Baton Rouge,Louisiana,30.445959600000002,-91.18738"
"Carson City,Neveda,39.169461,-119.766035","Augusta,Maine,44.310583,-69.779663"
"Carson City,Neveda,39.169461,-119.766035","Annapolis,Maryland,38.9786401,-76.492786"
"Carson City,Neveda,39.169461,-119.766035","Boston,Massachusetts,42.3602534,-71.0582912"
"Carson City,Neveda,39.169461,-119.766035","Lansing,Michigan,42.73377120000001,-84.5553805"
"Carson City,Neveda,39.169461,-119.766035","St. Paul,Minnesota,44.9504037,-93.10150259999999"
"Carson City,Neveda,39.169461,-119.766035","Jackson,Mississippi,32.29903839999999,-90.1847691"
"Carson City,Neveda,39.169461,-119.766035","Jefferson City,Missouri,38.577359,-92.1724265"
"Carson City,Neveda,39.169461,-119.766035","Helena,Montana,46.592712,-112.03610900000001"
"Carson City,Neveda,39.169461,-119.766035","Lincoln,Nebraska,40.8,-96.66782099999999"
"Carson City,Neveda,39.169461,-119.766035","Carson City,Neveda,39.169461,-119.766035"
"Carson City,Neveda,39.169461,-119.766035","Concord,New Hampshire,43.207178000000006,-71.537476"
"Carson City,Neveda,39.169461,-119.766035","Trenton,New Jersey,40.2170575,-74.7429463"
"Carson City,Neveda,39.169461,-119.766035","Santa Fe,New Mexico,35.68699960000001,-105.9377997"
"Carson City,Neveda,39.169461,-119.766035","Albany,New York,42.6511674,-73.754968"
"Carson City,Neveda,39.169461,-119.766035","Raleigh,North Carolina,35.7803977,-78.63909890000001"
"Carson City,Neveda,39.169461,-119.766035","Bismarck,North Dakota,46.808327,-100.783739"
"Carson City,Neveda,39.169461,-119.766035","Columbus,Ohio,39.9622601,-83.00070649999999"
"Carson City,Neveda,39.169461,-119.766035","Oklahoma City,Oklahoma,35.4729886,-97.5170536"
"Carson City,Neveda,39.169461,-119.766035","Salem,Oregon,44.9391565,-123.033121"
"Carson City,Neveda,39.169461,-119.766035","Harrisburg,Pennsylvania,40.266310700000005,-76.8861122"
"Carson City,Neveda,39.169461,-119.766035","Providence,Rhoda Island,41.824877,-71.413618"
"Carson City,Neveda,39.169461,-119.766035","Columbia,South Carolina,34.000749299999995,-81.03433129999999"
"Carson City,Neveda,39.169461,-119.766035","Pierre,South Dakoda,44.368431,-100.354013"
"Carson City,Neveda,39.169461,-119.766035","Nashville,Tennessee,36.1622296,-86.7743531"
"Carson City,Neveda,39.169461,-119.766035","Austin,Texas,30.2711286,-97.7436995"
"Carson City,Neveda,39.169461,-119.766035","Salt Lake City,Utah,40.7670126,-111.89043079999999"
"Carson City,Neveda,39.169461,-119.766035","Montpelier,Vermont,44.260445000000004,-72.575684"
"Carson City,Neveda,39.169461,-119.766035","Richmond,Virginia,37.53850870000001,-77.43428"
"Carson City,Neveda,39.169461,-119.766035","Olympia,Washington,47.0451022,-122.89500749999999"
"Carson City,Neveda,39.169461,-119.766035","Charleston,West Virginia,38.3505995,-81.6332812"
"Carson City,Neveda,39.169461,-119.766035","Madison,Wisconsin,43.074760999999995,-89.3837613"
"Carson City,Neveda,39.169461,-119.766035","Cheyenne,Wyoming,41.14,-104.82"
"Concord,New Hampshire,43.207178000000006,-71.537476","Montgomery,Alabama,32.3669656,-86.3006485"
"Concord,New Hampshire,43.207178000000006,-71.537476","Juneau,Alaska,58.30194960000001,-134.419734"
"Concord,New Hampshire,43.207178000000006,-71.537476","Phoenix,Arizona,33.448586600000006,-112.0773456"
"Concord,New Hampshire,43.207178000000006,-71.537476","Little Rock,Arkansas,34.7464809,-92.2895948"
"Concord,New Hampshire,43.207178000000006,-71.537476","Sacramento,California,38.5815719,-121.49439960000001"
"Concord,New Hampshire,43.207178000000006,-71.537476","Denver,Colorado,39.7392364,-104.98486229999999"
"Concord,New Hampshire,43.207178000000006,-71.537476","Hartford,Connecticut,41.764582,-72.6908547"
"Concord,New Hampshire,43.207178000000006,-71.537476","Dover,Delaware,39.158167999999996,-75.5243682"
"Concord,New Hampshire,43.207178000000006,-71.537476","Tallahassee,Florida,30.4380832,-84.2809332"
"Concord,New Hampshire,43.207178000000006,-71.537476","Atlanta,Georgia,33.749098700000005,-84.39018490000001"
"Concord,New Hampshire,43.207178000000006,-71.537476","Honolulu,Hawaii,21.3250785,-157.8466442"
"Concord,New Hampshire,43.207178000000006,-71.537476","Boise,Idaho,43.61656,-116.20083500000001"
"Concord,New Hampshire,43.207178000000006,-71.537476","Springfield,Illinios,39.799749,-89.647463"
"Concord,New Hampshire,43.207178000000006,-71.537476","Indianapolis,Indiana,39.7683331,-86.1583502"
"Concord,New Hampshire,43.207178000000006,-71.537476","Des Monies,Iowa,41.587185999999996,-93.621949"
"Concord,New Hampshire,43.207178000000006,-71.537476","Topeka,Kansas,39.049011,-95.67755600000001"
"Concord,New Hampshire,43.207178000000006,-71.537476","Frankfort,Kentucky,38.2009055,-84.8732836"
"Concord,New Hampshire,43.207178000000006,-71.537476","Baton Rouge,Louisiana,30.445959600000002,-91.18738"
"Concord,New Hampshire,43.207178000000006,-71.537476","Augusta,Maine,44.310583,-69.779663"
"Concord,New Hampshire,43.207178000000006,-71.537476","Annapolis,Maryland,38.9786401,-76.492786"
"Concord,New Hampshire,43.207178000000006,-71.537476","Boston,Massachusetts,42.3602534,-71.0582912"
"Concord,New Hampshire,43.207178000000006,-71.537476","Lansing,Michigan,42.73377120000001,-84.5553805"
"Concord,New Hampshire,43.207178000000006,-71.537476","St. Paul,Minnesota,44.9504037,-93.10150259999999"
"Concord,New Hampshire,43.207178000000006,-71.537476","Jackson,Mississippi,32.29903839999999,-90.1847691"
"Concord,New Hampshire,43.207178000000006,-71.537476","Jefferson City,Missouri,38.577359,-92.1724265"
"Concord,New Hampshire,43.207178000000006,-71.537476","Helena,Montana,46.592712,-112.03610900000001"
"Concord,New Hampshire,43.207178000000006,-71.537476","Lincoln,Nebraska,40.8,-96.66782099999999"
"Concord,New Hampshire,43.207178000000006,-71.537476","Carson City,Neveda,39.169461,-119.766035"
"Concord,New Hampshire,43.207178000000006,-71.537476","Concord,New Hampshire,43.207178000000006,-71.537476"
"Concord,New Hampshire,43.207178000000006,-71.537476","Trenton,New Jersey,40.2170575,-74.7429463"
"Concord,New Hampshire,43.207178000000006,-71.537476","Santa Fe,New Mexico,35.68699960000001,-105.9377997"
"Concord,New Hampshire,43.207178000000006,-71.537476","Albany,New York,42.6511674,-73.754968"
"Concord,New Hampshire,43.207178000000006,-71.537476","Raleigh,North Carolina,35.7803977,-78.63909890000001"
"Concord,New Hampshire,43.207178000000006,-71.537476","Bismarck,North Dakota,46.808327,-100.783739"
"Concord,New Hampshire,43.207178000000006,-71.537476","Columbus,Ohio,39.9622601,-83.00070649999999"
"Concord,New Hampshire,43.207178000000006,-71.537476","Oklahoma City,Oklahoma,35.4729886,-97.5170536"
"Concord,New Hampshire,43.207178000000006,-71.537476","Salem,Oregon,44.9391565,-123.033121"
"Concord,New Hampshire,43.207178000000006,-71.537476","Harrisburg,Pennsylvania,40.266310700000005,-76.8861122"
"Concord,New Hampshire,43.207178000000006,-71.537476","Providence,Rhoda Island,41.824877,-71.413618"
"Concord,New Hampshire,43.207178000000006,-71.537476","Columbia,South Carolina,34.000749299999995,-81.03433129999999"
"Concord,New Hampshire,43.207178000000006,-71.537476","Pierre,South Dakoda,44.368431,-100.354013"
"Concord,New Hampshire,43.207178000000006,-71.537476","Nashville,Tennessee,36.1622296,-86.7743531"
"Concord,New Hampshire,43.207178000000006,-71.537476","Austin,Texas,30.2711286,-97.7436995"
"Concord,New Hampshire,43.207178000000006,-71.537476","Salt Lake City,Utah,40.7670126,-111.89043079999999"
"Concord,New Hampshire,43.207178000000006,-71.537476","Montpelier,Vermont,44.260445000000004,-72.575684"
"Concord,New Hampshire,43.207178000000006,-71.537476","Richmond,Virginia,37.53850870000001,-77.43428"
"Concord,New Hampshire,43.207178000000006,-71.537476","Olympia,Washington,47.0451022,-122.89500749999999"
"Concord,New Hampshire,43.207178000000006,-71.537476","Charleston,West Virginia,38.3505995,-81.6332812"
"Concord,New Hampshire,43.207178000000006,-71.537476","Madison,Wisconsin,43.074760999999995,-89.3837613"
"Concord,New Hampshire,43.207178000000006,-71.537476","Cheyenne,Wyoming,41.14,-104.82"
"Trenton,New Jersey,40.2170575,-74.7429463","Montgomery,Alabama,32.3669656,-86.3006485"
"Trenton,New Jersey,40.2170575,-74.7429463","Juneau,Alaska,58.30194960000001,-134.419734"
"Trenton,New Jersey,40.2170575,-74.7429463","Phoenix,Arizona,33.448586600000006,-112.0773456"
"Trenton,New Jersey,40.2170575,-74.7429463","Little Rock,Arkansas,34.7464809,-92.2895948"
"Trenton,New Jersey,40.2170575,-74.7429463","Sacramento,California,38.5815719,-121.49439960000001"
"Trenton,New Jersey,40.2170575,-74.7429463","Denver,Colorado,39.7392364,-104.98486229999999"
"Trenton,New Jersey,40.2170575,-74.7429463","Hartford,Connecticut,41.764582,-72.6908547"
"Trenton,New Jersey,40.2170575,-74.7429463","Dover,Delaware,39.158167999999996,-75.5243682"
"Trenton,New Jersey,40.2170575,-74.7429463","Tallahassee,Florida,30.4380832,-84.2809332"
"Trenton,New Jersey,40.2170575,-74.7429463","Atlanta,Georgia,33.749098700000005,-84.39018490000001"
"Trenton,New Jersey,40.2170575,-74.7429463","Honolulu,Hawaii,21.3250785,-157.8466442"
"Trenton,New Jersey,40.2170575,-74.7429463","Boise,Idaho,43.61656,-116.20083500000001"
"Trenton,New Jersey,40.2170575,-74.7429463","Springfield,Illinios,39.799749,-89.647463"
"Trenton,New Jersey,40.2170575,-74.7429463","Indianapolis,Indiana,39.7683331,-86.1583502"
"Trenton,New Jersey,40.2170575,-74.7429463","Des Monies,Iowa,41.587185999999996,-93.621949"
"Trenton,New Jersey,40.2170575,-74.7429463","Topeka,Kansas,39.049011,-95.67755600000001"
"Trenton,New Jersey,40.2170575,-74.7429463","Frankfort,Kentucky,38.2009055,-84.8732836"
"Trenton,New Jersey,40.2170575,-74.7429463","Baton Rouge,Louisiana,30.445959600000002,-91.18738"
"Trenton,New Jersey,40.2170575,-74.7429463","Augusta,Maine,44.310583,-69.779663"
"Trenton,New Jersey,40.2170575,-74.7429463","Annapolis,Maryland,38.9786401,-76.492786"
"Trenton,New Jersey,40.2170575,-74.7429463","Boston,Massachusetts,42.3602534,-71.0582912"
"Trenton,New Jersey,40.2170575,-74.7429463","Lansing,Michigan,42.73377120000001,-84.5553805"
"Trenton,New Jersey,40.2170575,-74.7429463","St. Paul,Minnesota,44.9504037,-93.10150259999999"
"Trenton,New Jersey,40.2170575,-74.7429463","Jackson,Mississippi,32.29903839999999,-90.1847691"
"Trenton,New Jersey,40.2170575,-74.7429463","Jefferson City,Missouri,38.577359,-92.1724265"
"Trenton,New Jersey,40.2170575,-74.7429463","Helena,Montana,46.592712,-112.03610900000001"
"Trenton,New Jersey,40.2170575,-74.7429463","Lincoln,Nebraska,40.8,-96.66782099999999"
"Trenton,New Jersey,40.2170575,-74.7429463","Carson City,Neveda,39.169461,-119.766035"
"Trenton,New Jersey,40.2170575,-74.7429463","Concord,New Hampshire,43.207178000000006,-71.537476"
"Trenton,New Jersey,40.2170575,-74.7429463","Trenton,New Jersey,40.2170575,-74.7429463"
"Trenton,New Jersey,40.2170575,-74.7429463","Santa Fe,New Mexico,35.68699960000001,-105.9377997"
"Trenton,New Jersey,40.2170575,-74.7429463","Albany,New York,42.6511674,-73.754968"
"Trenton,New Jersey,40.2170575,-74.7429463","Raleigh,North Carolina,35.7803977,-78.63909890000001"
"Trenton,New Jersey,40.2170575,-74.7429463","Bismarck,North Dakota,46.808327,-100.783739"
"Trenton,New Jersey,40.2170575,-74.7429463","Columbus,Ohio,39.9622601,-83.00070649999999"
"Trenton,New Jersey,40.2170575,-74.7429463","Oklahoma City,Oklahoma,35.4729886,-97.5170536"
"Trenton,New Jersey,40.2170575,-74.7429463","Salem,Oregon,44.9391565,-123.033121"
"Trenton,New Jersey,40.2170575,-74.7429463","Harrisburg,Pennsylvania,40.266310700000005,-76.8861122"
"Trenton,New Jersey,40.2170575,-74.7429463","Providence,Rhoda Island,41.824877,-71.413618"
"Trenton,New Jersey,40.2170575,-74.7429463","Columbia,South Carolina,34.000749299999995,-81.03433129999999"
"Trenton,New Jersey,40.2170575,-74.7429463","Pierre,South Dakoda,44.368431,-100.354013"
"Trenton,New Jersey,40.2170575,-74.7429463","Nashville,Tennessee,36.1622296,-86.7743531"
"Trenton,New Jersey,40.2170575,-74.7429463","Austin,Texas,30.2711286,-97.7436995"
"Trenton,New Jersey,40.2170575,-74.7429463","Salt Lake City,Utah,40.7670126,-111.89043079999999"
"Trenton,New Jersey,40.2170575,-74.7429463","Montpelier,Vermont,44.260445000000004,-72.575684"
"Trenton,New Jersey,40.2170575,-74.7429463","Richmond,Virginia,37.53850870000001,-77.43428"
"Trenton,New Jersey,40.2170575,-74.7429463","Olympia,Washington,47.0451022,-122.89500749999999"
"Trenton,New Jersey,40.2170575,-74.7429463","Charleston,West Virginia,38.3505995,-81.6332812"
"Trenton,New Jersey,40.2170575,-74.7429463","Madison,Wisconsin,43.074760999999995,-89.3837613"
"Trenton,New Jersey,40.2170575,-74.7429463","Cheyenne,Wyoming,41.14,-104.82"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","Montgomery,Alabama,32.3669656,-86.3006485"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","Juneau,Alaska,58.30194960000001,-134.419734"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","Phoenix,Arizona,33.448586600000006,-112.0773456"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","Little Rock,Arkansas,34.7464809,-92.2895948"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","Sacramento,California,38.5815719,-121.49439960000001"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","Denver,Colorado,39.7392364,-104.98486229999999"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","Hartford,Connecticut,41.764582,-72.6908547"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","Dover,Delaware,39.158167999999996,-75.5243682"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","Tallahassee,Florida,30.4380832,-84.2809332"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","Atlanta,Georgia,33.749098700000005,-84.39018490000001"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","Honolulu,Hawaii,21.3250785,-157.8466442"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","Boise,Idaho,43.61656,-116.20083500000001"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","Springfield,Illinios,39.799749,-89.647463"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","Indianapolis,Indiana,39.7683331,-86.1583502"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","Des Monies,Iowa,41.587185999999996,-93.621949"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","Topeka,Kansas,39.049011,-95.67755600000001"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","Frankfort,Kentucky,38.2009055,-84.8732836"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","Baton Rouge,Louisiana,30.445959600000002,-91.18738"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","Augusta,Maine,44.310583,-69.779663"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","Annapolis,Maryland,38.9786401,-76.492786"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","Boston,Massachusetts,42.3602534,-71.0582912"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","Lansing,Michigan,42.73377120000001,-84.5553805"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","St. Paul,Minnesota,44.9504037,-93.10150259999999"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","Jackson,Mississippi,32.29903839999999,-90.1847691"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","Jefferson City,Missouri,38.577359,-92.1724265"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","Helena,Montana,46.592712,-112.03610900000001"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","Lincoln,Nebraska,40.8,-96.66782099999999"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","Carson City,Neveda,39.169461,-119.766035"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","Concord,New Hampshire,43.207178000000006,-71.537476"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","Trenton,New Jersey,40.2170575,-74.7429463"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","Santa Fe,New Mexico,35.68699960000001,-105.9377997"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","Albany,New York,42.6511674,-73.754968"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","Raleigh,North Carolina,35.7803977,-78.63909890000001"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","Bismarck,North Dakota,46.808327,-100.783739"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","Columbus,Ohio,39.9622601,-83.00070649999999"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","Oklahoma City,Oklahoma,35.4729886,-97.5170536"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","Salem,Oregon,44.9391565,-123.033121"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","Harrisburg,Pennsylvania,40.266310700000005,-76.8861122"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","Providence,Rhoda Island,41.824877,-71.413618"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","Columbia,South Carolina,34.000749299999995,-81.03433129999999"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","Pierre,South Dakoda,44.368431,-100.354013"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","Nashville,Tennessee,36.1622296,-86.7743531"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","Austin,Texas,30.2711286,-97.7436995"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","Salt Lake City,Utah,40.7670126,-111.89043079999999"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","Montpelier,Vermont,44.260445000000004,-72.575684"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","Richmond,Virginia,37.53850870000001,-77.43428"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","Olympia,Washington,47.0451022,-122.89500749999999"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","Charleston,West Virginia,38.3505995,-81.6332812"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","Madison,Wisconsin,43.074760999999995,-89.3837613"
"Santa Fe,New Mexico,35.68699960000001,-105.9377997","Cheyenne,Wyoming,41.14,-104.82"
"Albany,New York,42.6511674,-73.754968","Montgomery,Alabama,32.3669656,-86.3006485"
"Albany,New York,42.6511674,-73.754968","Juneau,Alaska,58.30194960000001,-134.419734"
"Albany,New York,42.6511674,-73.754968","Phoenix,Arizona,33.448586600000006,-112.0773456"
"Albany,New York,42.6511674,-73.754968","Little Rock,Arkansas,34.7464809,-92.2895948"
"Albany,New York,42.6511674,-73.754968","Sacramento,California,38.5815719,-121.49439960000001"
"Albany,New York,42.6511674,-73.754968","Denver,Colorado,39.7392364,-104.98486229999999"
"Albany,New York,42.6511674,-73.754968","Hartford,Connecticut,41.764582,-72.6908547"
"Albany,New York,42.6511674,-73.754968","Dover,Delaware,39.158167999999996,-75.5243682"
"Albany,New York,42.6511674,-73.754968","Tallahassee,Florida,30.4380832,-84.2809332"
"Albany,New York,42.6511674,-73.754968","Atlanta,Georgia,33.749098700000005,-84.39018490000001"
"Albany,New York,42.6511674,-73.754968","Honolulu,Hawaii,21.3250785,-157.8466442"
"Albany,New York,42.6511674,-73.754968","Boise,Idaho,43.61656,-116.20083500000001"
"Albany,New York,42.6511674,-73.754968","Springfield,Illinios,39.799749,-89.647463"
"Albany,New York,42.6511674,-73.754968","Indianapolis,Indiana,39.7683331,-86.1583502"
"Albany,New York,42.6511674,-73.754968","Des Monies,Iowa,41.587185999999996,-93.621949"
"Albany,New York,42.6511674,-73.754968","Topeka,Kansas,39.049011,-95.67755600000001"
"Albany,New York,42.6511674,-73.754968","Frankfort,Kentucky,38.2009055,-84.8732836"
"Albany,New York,42.6511674,-73.754968","Baton Rouge,Louisiana,30.445959600000002,-91.18738"
"Albany,New York,42.6511674,-73.754968","Augusta,Maine,44.310583,-69.779663"
"Albany,New York,42.6511674,-73.754968","Annapolis,Maryland,38.9786401,-76.492786"
"Albany,New York,42.6511674,-73.754968","Boston,Massachusetts,42.3602534,-71.0582912"
"Albany,New York,42.6511674,-73.754968","Lansing,Michigan,42.73377120000001,-84.5553805"
"Albany,New York,42.6511674,-73.754968","St. Paul,Minnesota,44.9504037,-93.10150259999999"
"Albany,New York,42.6511674,-73.754968","Jackson,Mississippi,32.29903839999999,-90.1847691"
"Albany,New York,42.6511674,-73.754968","Jefferson City,Missouri,38.577359,-92.1724265"
"Albany,New York,42.6511674,-73.754968","Helena,Montana,46.592712,-112.03610900000001"
"Albany,New York,42.6511674,-73.754968","Lincoln,Nebraska,40.8,-96.66782099999999"
"Albany,New York,42.6511674,-73.754968","Carson City,Neveda,39.169461,-119.766035"
"Albany,New York,42.6511674,-73.754968","Concord,New Hampshire,43.207178000000006,-71.537476"
"Albany,New York,42.6511674,-73.754968","Trenton,New Jersey,40.2170575,-74.7429463"
"Albany,New York,42.6511674,-73.754968","Santa Fe,New Mexico,35.68699960000001,-105.9377997"
"Albany,New York,42.6511674,-73.754968","Albany,New York,42.6511674,-73.754968"
"Albany,New York,42.6511674,-73.754968","Raleigh,North Carolina,35.7803977,-78.63909890000001"
"Albany,New York,42.6511674,-73.754968","Bismarck,North Dakota,46.808327,-100.783739"
"Albany,New York,42.6511674,-73.754968","Columbus,Ohio,39.9622601,-83.00070649999999"
"Albany,New York,42.6511674,-73.754968","Oklahoma City,Oklahoma,35.4729886,-97.5170536"
"Albany,New York,42.6511674,-73.754968","Salem,Oregon,44.9391565,-123.033121"
"Albany,New York,42.6511674,-73.754968","Harrisburg,Pennsylvania,40.266310700000005,-76.8861122"
"Albany,New York,42.6511674,-73.754968","Providence,Rhoda Island,41.824877,-71.413618"
"Albany,New York,42.6511674,-73.754968","Columbia,South Carolina,34.000749299999995,-81.03433129999999"
"Albany,New York,42.6511674,-73.754968","Pierre,South Dakoda,44.368431,-100.354013"
"Albany,New York,42.6511674,-73.754968","Nashville,Tennessee,36.1622296,-86.7743531"
"Albany,New York,42.6511674,-73.754968","Austin,Texas,30.2711286,-97.7436995"
"Albany,New York,42.6511674,-73.754968","Salt Lake City,Utah,40.7670126,-111.89043079999999"
"Albany,New York,42.6511674,-73.754968","Montpelier,Vermont,44.260445000000004,-72.575684"
"Albany,New York,42.6511674,-73.754968","Richmond,Virginia,37.53850870000001,-77.43428"
"Albany,New York,42.6511674,-73.754968","Olympia,Washington,47.0451022,-122.89500749999999"
"Albany,New York,42.6511674,-73.754968","Charleston,West Virginia,38.3505995,-81.6332812"
"Albany,New York,42.6511674,-73.754968","Madison,Wisconsin,43.074760999999995,-89.3837613"
"Albany,New York,42.6511674,-73.754968","Cheyenne,Wyoming,41.14,-104.82"
"Raleigh,North Carolina,35.7803977,-78.63909890000001","Montgomery,Alabama,32.3669656,-86.3006485"
"Raleigh,North Carolina,35.7803977,-78.63909890000001","Juneau,Alaska,58.30194960000001,-134.419734"
"Raleigh,North Carolina,35.7803977,-78.63909890000001","Phoenix,Arizona,33.448586600000006,-112.0773456"
"Raleigh,North Carolina,35.7803977,-78.63909890000001","Little Rock,Arkansas,34.7464809,-92.2895948"
"Raleigh,North Carolina,35.7803977,-78.63909890000001","Sacramento,California,38.5815719,-121.49439960000001"
"Raleigh,North Carolina,35.7803977,-78.63909890000001","Denver,Colorado,39.7392364,-104.98486229999999"
"Raleigh,North Carolina,35.7803977,-78.63909890000001","Hartford,Connecticut,41.764582,-72.6908547"
"Raleigh,North Carolina,35.7803977,-78.63909890000001","Dover,Delaware,39.158167999999996,-75.5243682"
"Raleigh,North Carolina,35.7803977,-78.63909890000001","Tallahassee,Florida,30.4380832,-84.2809332"
"Raleigh,North Carolina,35.7803977,-78.63909890000001","Atlanta,Georgia,33.749098700000005,-84.39018490000001"
"Raleigh,North Carolina,35.7803977,-78.63909890000001","Honolulu,Hawaii,21.3250785,-157.8466442"
"Raleigh,North Carolina,35.7803977,-78.63909890000001","Boise,Idaho,43.61656,-116.20083500000001"
"Raleigh,North Carolina,35.7803977,-78.63909890000001","Springfield,Illinios,39.799749,-89.647463"
