origin_city,origin_state,origin_lat,origin_lon,destination_city,destination_state,destination_lat,destination_lon
Juneau,Alaska,58.3019,-134.4197,Helena,Montana,46.5927,-112.0361
Juneau,Alaska,58.3019,-134.4197,Lincoln,Nebraska,40.8,-96.6678
Juneau,Alaska,58.3019,-134.4197,Carson City,Neveda,39.1695,-119.766
Juneau,Alaska,58.3019,-134.4197,Concord,New Hampshire,43.2072,-71.5375
Juneau,Alaska,58.3019,-134.4197,Trenton,New Jersey,40.2171,-74.7429
Juneau,Alaska,58.3019,-134.4197,Santa Fe,New Mexico,35.687,-105.9378
Juneau,Alaska,58.3019,-134.4197,Albany,New York,42.6512,-73.755
Juneau,Alaska,58.3019,-134.4197,Raleigh,North Carolina,35.7804,-78.6391
Juneau,Alaska,58.3019,-134.4197,Bismarck,North Dakota,46.8083,-100.7837
Juneau,Alaska,58.3019,-134.4197,Columbus,Ohio,39.9623,-83.0007
Juneau,Alaska,58.3019,-134.4197,Oklahoma City,Oklahoma,35.473,-97.5171
Juneau,Alaska,58.3019,-134.4197,Salem,Oregon,44.9392,-123.0331
Juneau,Alaska,58.3019,-134.4197,Harrisburg,Pennsylvania,40.2663,-76.8861
Juneau,Alaska,58.3019,-134.4197,Providence,Rhoda Island,41.8249,-71.4136
Juneau,Alaska,58.3019,-134.4197,Columbia,South Carolina,34.0007,-81.0343
Juneau,Alaska,58.3019,-134.4197,Pierre,South Dakoda,44.3684,-100.354
Juneau,Alaska,58.3019,-134.4197,Nashville,Tennessee,36.1622,-86.7744
Juneau,Alaska,58.3019,-134.4197,Austin,Texas,30.2711,-97.7437
Juneau,Alaska,58.3019,-134.4197,Salt Lake City,Utah,40.767,-111.8904
Juneau,Alaska,58.3019,-134.4197,Montpelier,Vermont,44.2604,-72.5757
Juneau,Alaska,58.3019,-134.4197,Richmond,Virginia,37.5385,-77.4343
Juneau,Alaska,58.3019,-134.4197,Olympia,Washington,47.0451,-122.895
Juneau,Alaska,58.3019,-134.4197,Charleston,West Virginia,38.3506,-81.6333
Juneau,Alaska,58.3019,-134.4197,Madison,Wisconsin,43.0748,-89.3838
Juneau,Alaska,58.3019,-134.4197,Cheyenne,Wyoming,41.14,-104.82
Phoenix,Arizona,33.4486,-112.0773,Montgomery,Alabama,32.367,-86.3006
Phoenix,Arizona,33.4486,-112.0773,Juneau,Alaska,58.3019,-134.4197
Phoenix,Arizona,33.4486,-112.0773,Phoenix,Arizona,33.4486,-112.0773
Phoenix,Arizona,33.4486,-112.0773,Little Rock,Arkansas,34.7465,-92.2896
Phoenix,Arizona,33.4486,-112.0773,Sacramento,California,38.5816,-121.4944
Phoenix,Arizona,33.4486,-112.0773,Denver,Colorado,39.7392,-104.9849
Phoenix,Arizona,33.4486,-112.0773,Hartford,Connecticut,41.7646,-72.6909
Phoenix,Arizona,33.4486,-112.0773,Dover,Delaware,39.1582,-75.5244
Phoenix,Arizona,33.4486,-112.0773,Tallahassee,Florida,30.4381,-84.2809
Phoenix,Arizona,33.4486,-112.0773,Atlanta,Georgia,33.7491,-84.3902
Phoenix,Arizona,33.4486,-112.0773,Honolulu,Hawaii,21.3251,-157.8466
Phoenix,Arizona,33.4486,-112.0773,Boise,Idaho,43.6166,-116.2008
Phoenix,Arizona,33.4486,-112.0773,Springfield,Illinios,39.7997,-89.6475
Phoenix,Arizona,33.4486,-112.0773,Indianapolis,Indiana,39.7683,-86.1584
Phoenix,Arizona,33.4486,-112.0773,Des Monies,Iowa,41.5872,-93.6219
Phoenix,Arizona,33.4486,-112.0773,Topeka,Kansas,39.049,-95.6776
Phoenix,Arizona,33.4486,-112.0773,Frankfort,Kentucky,38.2009,-84.8733
Phoenix,Arizona,33.4486,-112.0773,Baton Rouge,Louisiana,30.446,-91.1874
Phoenix,Arizona,33.4486,-112.0773,Augusta,Maine,44.3106,-69.7797
Phoenix,Arizona,33.4486,-112.0773,Annapolis,Maryland,38.9786,-76.4928
Phoenix,Arizona,33.4486,-112.0773,Boston,Massachusetts,42.3603,-71.0583
Phoenix,Arizona,33.4486,-112.0773,Lansing,Michigan,42.7338,-84.5554
Phoenix,Arizona,33.4486,-112.0773,St. Paul,Minnesota,44.9504,-93.1015
Phoenix,Arizona,33.4486,-112.0773,Jackson,Mississippi,32.299,-90.1848
Phoenix,Arizona,33.4486,-112.0773,Jefferson City,Missouri,38.5774,-92.1724
Phoenix,Arizona,33.4486,-112.0773,Helena,Montana,46.5927,-112.0361
Phoenix,Arizona,33.4486,-112.0773,Lincoln,Nebraska,40.8,-96.6678
Phoenix,Arizona,33.4486,-112.0773,Carson City,Neveda,39.1695,-119.766
Phoenix,Arizona,33.4486,-112.0773,Concord,New Hampshire,43.2072,-71.5375
Phoenix,Arizona,33.4486,-112.0773,Trenton,New Jersey,40.2171,-74.7429
Phoenix,Arizona,33.4486,-112.0773,Santa Fe,New Mexico,35.687,-105.9378
Phoenix,Arizona,33.4486,-112.0773,Albany,New York,42.6512,-73.755
Phoenix,Arizona,33.4486,-112.0773,Raleigh,North Carolina,35.7804,-78.6391
Phoenix,Arizona,33.4486,-112.0773,Bismarck,North Dakota,46.8083,-100.7837
Phoenix,Arizona,33.4486,-112.0773,Columbus,Ohio,39.9623,-83.0007
Phoenix,Arizona,33.4486,-112.0773,Oklahoma City,Oklahoma,35.473,-97.5171
Phoenix,Arizona,33.4486,-112.0773,Salem,Oregon,44.9392,-123.0331
Phoenix,Arizona,33.4486,-112.0773,Harrisburg,Pennsylvania,40.2663,-76.8861
Phoenix,Arizona,33.4486,-112.0773,Providence,Rhoda Island,41.8249,-71.4136
Phoenix,Arizona,33.4486,-112.0773,Columbia,South Carolina,34.0007,-81.0343
Phoenix,Arizona,33.4486,-112.0773,Pierre,South Dakoda,44.3684,-100.354
Phoenix,Arizona,33.4486,-112.0773,Nashville,Tennessee,36.1622,-86.7744
Phoenix,Arizona,33.4486,-112.0773,Austin,Texas,30.2711,-97.7437
Phoenix,Arizona,33.4486,-112.0773,Salt Lake City,Utah,40.767,-111.8904
Phoenix,Arizona,33.4486,-112.0773,Montpelier,Vermont,44.2604,-72.5757
Phoenix,Arizona,33.4486,-112.0773,Richmond,Virginia,37.5385,-77.4343
Phoenix,Arizona,33.4486,-112.0773,Olympia,Washington,47.0451,-122.895
Phoenix,Arizona,33.4486,-112.0773,Charleston,West Virginia,38.3506,-81.6333
Phoenix,Arizona,33.4486,-112.0773,Madison,Wisconsin,43.0748,-89.3838
Phoenix,Arizona,33.4486,-112.0773,Cheyenne,Wyoming,41.14,-104.82
Little Rock,Arkansas,34.7465,-92.2896,Montgomery,Alabama,32.367,-86.3006
Little Rock,Arkansas,34.7465,-92.2896,Juneau,Alaska,58.3019,-134.4197
Little Rock,Arkansas,34.7465,-92.2896,Phoenix,Arizona,33.4486,-112.0773
Little Rock,Arkansas,34.7465,-92.2896,Little Rock,Arkansas,34.7465,-92.2896
Little Rock,Arkansas,34.7465,-92.2896,Sacramento,California,38.5816,-121.4944
Little Rock,Arkansas,34.7465,-92.2896,Denver,Colorado,39.7392,-104.9849
Little Rock,Arkansas,34.7465,-92.2896,Hartford,Connecticut,41.7646,-72.6909
Little Rock,Arkansas,34.7465,-92.2896,Dover,Delaware,39.1582,-75.5244
Little Rock,Arkansas,34.7465,-92.2896,Tallahassee,Florida,30.4381,-84.2809
Little Rock,Arkansas,34.7465,-92.2896,Atlanta,Georgia,33.7491,-84.3902
Little Rock,Arkansas,34.7465,-92.2896,Honolulu,Hawaii,21.3251,-157.8466
Little Rock,Arkansas,34.7465,-92.2896,Boise,Idaho,43.6166,-116.2008
Little Rock,Arkansas,34.7465,-92.2896,Springfield,Illinios,39.7997,-89.6475
Little Rock,Arkansas,34.7465,-92.2896,Indianapolis,Indiana,39.7683,-86.1584
Little Rock,Arkansas,34.7465,-92.2896,Des Monies,Iowa,41.5872,-93.6219
Little Rock,Arkansas,34.7465,-92.2896,Topeka,Kansas,39.049,-95.6776
Little Rock,Arkansas,34.7465,-92.2896,Frankfort,Kentucky,38.2009,-84.8733
Little Rock,Arkansas,34.7465,-92.2896,Baton Rouge,Louisiana,30.446,-91.1874
Little Rock,Arkansas,34.7465,-92.2896,Augusta,Maine,44.3106,-69.7797
Little Rock,Arkansas,34.7465,-92.2896,Annapolis,Maryland,38.9786,-76.4928
Little Rock,Arkansas,34.7465,-92.2896,Boston,Massachusetts,42.3603,-71.0583
Little Rock,Arkansas,34.7465,-92.2896,Lansing,Michigan,42.7338,-84.5554
Little Rock,Arkansas,34.7465,-92.2896,St. Paul,Minnesota,44.9504,-93.1015
Little Rock,Arkansas,34.7465,-92.2896,Jackson,Mississippi,32.299,-90.1848
Little Rock,Arkansas,34.7465,-92.2896,Jefferson City,Missouri,38.5774,-92.1724
Little Rock,Arkansas,34.7465,-92.2896,Helena,Montana,46.5927,-112.0361
Little Rock,Arkansas,34.7465,-92.2896,Lincoln,Nebraska,40.8,-96.6678
Little Rock,Arkansas,34.7465,-92.2896,Carson City,Neveda,39.1695,-119.766
Little Rock,Arkansas,34.7465,-92.2896,Concord,New Hampshire,43.2072,-71.5375
Little Rock,Arkansas,34.7465,-92.2896,Trenton,New Jersey,40.2171,-74.7429
Little Rock,Arkansas,34.7465,-92.2896,Santa Fe,New Mexico,35.687,-105.9378
Little Rock,Arkansas,34.7465,-92.2896,Albany,New York,42.6512,-73.755
Little Rock,Arkansas,34.7465,-92.2896,Raleigh,North Carolina,35.7804,-78.6391
Little Rock,Arkansas,34.7465,-92.2896,Bismarck,North Dakota,46.8083,-100.7837
Little Rock,Arkansas,34.7465,-92.2896,Columbus,Ohio,39.9623,-83.0007
Little Rock,Arkansas,34.7465,-92.2896,Oklahoma City,Oklahoma,35.473,-97.5171
Little Rock,Arkansas,34.7465,-92.2896,Salem,Oregon,44.9392,-123.0331
Little Rock,Arkansas,34.7465,-92.2896,Harrisburg,Pennsylvania,40.2663,-76.8861
Little Rock,Arkansas,34.7465,-92.2896,Providence,Rhoda Island,41.8249,-71.4136
Little Rock,Arkansas,34.7465,-92.2896,Columbia,South Carolina,34.0007,-81.0343
Little Rock,Arkansas,34.7465,-92.2896,Pierre,South Dakoda,44.3684,-100.354
Little Rock,Arkansas,34.7465,-92.2896,Nashville,Tennessee,36.1622,-86.7744
Little Rock,Arkansas,34.7465,-92.2896,Austin,Texas,30.2711,-97.7437
Little Rock,Arkansas,34.7465,-92.2896,Salt Lake City,Utah,40.767,-111.8904
Little Rock,Arkansas,34.7465,-92.2896,Montpelier,Vermont,44.2604,-72.5757
Little Rock,Arkansas,34.7465,-92.2896,Richmond,Virginia,37.5385,-77.4343
Little Rock,Arkansas,34.7465,-92.2896,Olympia,Washington,47.0451,-122.895
Little Rock,Arkansas,34.7465,-92.2896,Charleston,West Virginia,38.3506,-81.6333
Little Rock,Arkansas,34.7465,-92.2896,Madison,Wisconsin,43.0748,-89.3838
Little Rock,Arkansas,34.7465,-92.2896,Cheyenne,Wyoming,41.14,-104.82
Sacramento,California,38.5816,-121.4944,Montgomery,Alabama,32.367,-86.3006
Sacramento,California,38.5816,-121.4944,Juneau,Alaska,58.3019,-134.4197
Sacramento,California,38.5816,-121.4944,Phoenix,Arizona,33.4486,-112.0773
Sacramento,California,38.5816,-121.4944,Little Rock,Arkansas,34.7465,-92.2896
Sacramento,California,38.5816,-121.4944,Sacramento,California,38.5816,-121.4944
Sacramento,California,38.5816,-121.4944,Denver,Colorado,39.7392,-104.9849
Sacramento,California,38.5816,-121.4944,Hartford,Connecticut,41.7646,-72.6909
Sacramento,California,38.5816,-121.4944,Dover,Delaware,39.1582,-75.5244
Sacramento,California,38.5816,-121.4944,Tallahassee,Florida,30.4381,-84.2809
Sacramento,California,38.5816,-121.4944,Atlanta,Georgia,33.7491,-84.3902
Sacramento,California,38.5816,-121.4944,Honolulu,Hawaii,21.3251,-157.8466
Sacramento,California,38.5816,-121.4944,Boise,Idaho,43.6166,-116.2008
Sacramento,California,38.5816,-121.4944,Springfield,Illinios,39.7997,-89.6475
Sacramento,California,38.5816,-121.4944,Indianapolis,Indiana,39.7683,-86.1584
Sacramento,California,38.5816,-121.4944,Des Monies,Iowa,41.5872,-93.6219
Sacramento,California,38.5816,-121.4944,Topeka,Kansas,39.049,-95.6776
Sacramento,California,38.5816,-121.4944,Frankfort,Kentucky,38.2009,-84.8733
Sacramento,California,38.5816,-121.4944,Baton Rouge,Louisiana,30.446,-91.1874
Sacramento,California,38.5816,-121.4944,Augusta,Maine,44.3106,-69.7797
Sacramento,California,38.5816,-121.4944,Annapolis,Maryland,38.9786,-76.4928
Sacramento,California,38.5816,-121.4944,Boston,Massachusetts,42.3603,-71.0583
Sacramento,California,38.5816,-121.4944,Lansing,Michigan,42.7338,-84.5554
Sacramento,California,38.5816,-121.4944,St. Paul,Minnesota,44.9504,-93.1015
Sacramento,California,38.5816,-121.4944,Jackson,Mississippi,32.299,-90.1848
Sacramento,California,38.5816,-121.4944,Jefferson City,Missouri,38.5774,-92.1724
Sacramento,California,38.5816,-121.4944,Helena,Montana,46.5927,-112.0361
Sacramento,California,38.5816,-121.4944,Lincoln,Nebraska,40.8,-96.6678
Sacramento,California,38.5816,-121.4944,Carson City,Neveda,39.1695,-119.766
Sacramento,California,38.5816,-121.4944,Concord,New Hampshire,43.2072,-71.5375
Sacramento,California,38.5816,-121.4944,Trenton,New Jersey,40.2171,-74.7429
Sacramento,California,38.5816,-121.4944,Santa Fe,New Mexico,35.687,-105.9378
Sacramento,California,38.5816,-121.4944,Albany,New York,42.6512,-73.755
Sacramento,California,38.5816,-121.4944,Raleigh,North Carolina,35.7804,-78.6391
Sacramento,California,38.5816,-121.4944,Bismarck,North Dakota,46.8083,-100.7837
Sacramento,California,38.5816,-121.4944,Columbus,Ohio,39.9623,-83.0007
Sacramento,California,38.5816,-121.4944,Oklahoma City,Oklahoma,35.473,-97.5171
Sacramento,California,38.5816,-121.4944,Salem,Oregon,44.9392,-123.0331
Sacramento,California,38.5816,-121.4944,Harrisburg,Pennsylvania,40.2663,-76.8861
Sacramento,California,38.5816,-121.4944,Providence,Rhoda Island,41.8249,-71.4136
Sacramento,California,38.5816,-121.4944,Columbia,South Carolina,34.0007,-81.0343
Sacramento,California,38.5816,-121.4944,Pierre,South Dakoda,44.3684,-100.354
Sacramento,California,38.5816,-121.4944,Nashville,Tennessee,36.1622,-86.7744
Sacramento,California,38.5816,-121.4944,Austin,Texas,30.2711,-97.7437
Sacramento,California,38.5816,-121.4944,Salt Lake City,Utah,40.767,-111.8904
Sacramento,California,38.5816,-121.4944,Montpelier,Vermont,44.2604,-72.5757
Sacramento,California,38.5816,-121.4944,Richmond,Virginia,37.5385,-77.4343
Sacramento,California,38.5816,-121.4944,Olympia,Washington,47.0451,-122.895
Sacramento,California,38.5816,-121.4944,Charleston,West Virginia,38.3506,-81.6333
Sacramento,California,38.5816,-121.4944,Madison,Wisconsin,43.0748,-89.3838
Sacramento,California,38.5816,-121.4944,Cheyenne,Wyoming,41.14,-104.82
Denver,Colorado,39.7392,-104.9849,Montgomery,Alabama,32.367,-86.3006
Denver,Colorado,39.7392,-104.9849,Juneau,Alaska,58.3019,-134.4197
Denver,Colorado,39.7392,-104.9849,Phoenix,Arizona,33.4486,-112.0773
Denver,Colorado,39.7392,-104.9849,Little Rock,Arkansas,34.7465,-92.2896
Denver,Colorado,39.7392,-104.9849,Sacramento,California,38.5816,-121.4944
Denver,Colorado,39.7392,-104.9849,Denver,Colorado,39.7392,-104.9849
Denver,Colorado,39.7392,-104.9849,Hartford,Connecticut,41.7646,-72.6909
Denver,Colorado,39.7392,-104.9849,Dover,Delaware,39.1582,-75.5244
Denver,Colorado,39.7392,-104.9849,Tallahassee,Florida,30.4381,-84.2809
Denver,Colorado,39.7392,-104.9849,Atlanta,Georgia,33.7491,-84.3902
Denver,Colorado,39.7392,-104.9849,Honolulu,Hawaii,21.3251,-157.8466
Denver,Colorado,39.7392,-104.9849,Boise,Idaho,43.6166,-116.2008
Denver,Colorado,39.7392,-104.9849,Springfield,Illinios,39.7997,-89.6475
Denver,Colorado,39.7392,-104.9849,Indianapolis,Indiana,39.7683,-86.1584
Denver,Colorado,39.7392,-104.9849,Des Monies,Iowa,41.5872,-93.6219
Denver,Colorado,39.7392,-104.9849,Topeka,Kansas,39.049,-95.6776
Denver,Colorado,39.7392,-104.9849,Frankfort,Kentucky,38.2009,-84.8733
Denver,Colorado,39.7392,-104.9849,Baton Rouge,Louisiana,30.446,-91.1874
Denver,Colorado,39.7392,-104.9849,Augusta,Maine,44.3106,-69.7797
Denver,Colorado,39.7392,-104.9849,Annapolis,Maryland,38.9786,-76.4928
Denver,Colorado,39.7392,-104.9849,Boston,Massachusetts,42.3603,-71.0583
Denver,Colorado,39.7392,-104.9849,Lansing,Michigan,42.7338,-84.5554
Denver,Colorado,39.7392,-104.9849,St. Paul,Minnesota,44.9504,-93.1015
Denver,Colorado,39.7392,-104.9849,Jackson,Mississippi,32.299,-90.1848
Denver,Colorado,39.7392,-104.9849,Jefferson City,Missouri,38.5774,-92.1724
Denver,Colorado,39.7392,-104.9849,Helena,Montana,46.5927,-112.0361
Denver,Colorado,39.7392,-104.9849,Lincoln,Nebraska,40.8,-96.6678
Denver,Colorado,39.7392,-104.9849,Carson City,Neveda,39.1695,-119.766
Denver,Colorado,39.7392,-104.9849,Concord,New Hampshire,43.2072,-71.5375
Denver,Colorado,39.7392,-104.9849,Trenton,New Jersey,40.2171,-74.7429
Denver,Colorado,39.7392,-104.9849,Santa Fe,New Mexico,35.687,-105.9378
Denver,Colorado,39.7392,-104.9849,Albany,New York,42.6512,-73.755
Denver,Colorado,39.7392,-104.9849,Raleigh,North Carolina,35.7804,-78.6391
Denver,Colorado,39.7392,-104.9849,Bismarck,North Dakota,46.8083,-100.7837
Denver,Colorado,39.7392,-104.9849,Columbus,Ohio,39.9623,-83.0007
Denver,Colorado,39.7392,-104.9849,Oklahoma City,Oklahoma,35.473,-97.5171
Denver,Colorado,39.7392,-104.9849,Salem,Oregon,44.9392,-123.0331
Denver,Colorado,39.7392,-104.9849,Harrisburg,Pennsylvania,40.2663,-76.8861
Denver,Colorado,39.7392,-104.9849,Providence,Rhoda Island,41.8249,-71.4136
Denver,Colorado,39.7392,-104.9849,Columbia,South Carolina,34.0007,-81.0343
Denver,Colorado,39.7392,-104.9849,Pierre,South Dakoda,44.3684,-100.354
Denver,Colorado,39.7392,-104.9849,Nashville,Tennessee,36.1622,-86.7744
Denver,Colorado,39.7392,-104.9849,Austin,Texas,30.2711,-97.7437
Denver,Colorado,39.7392,-104.9849,Salt Lake City,Utah,40.767,-111.8904
Denver,Colorado,39.7392,-104.9849,Montpelier,Vermont,44.2604,-72.5757
Denver,Colorado,39.7392,-104.9849,Richmond,Virginia,37.5385,-77.4343
Denver,Colorado,39.7392,-104.9849,Olympia,Washington,47.0451,-122.895
Denver,Colorado,39.7392,-104.9849,Charleston,West Virginia,38.3506,-81.6333
Denver,Colorado,39.7392,-104.9849,Madison,Wisconsin,43.0748,-89.3838
Denver,Colorado,39.7392,-104.9849,Cheyenne,Wyoming,41.14,-104.82
Hartford,Connecticut,41.7646,-72.6909,Montgomery,Alabama,32.367,-86.3006
Hartford,Connecticut,41.7646,-72.6909,Juneau,Alaska,58.3019,-134.4197
Hartford,Connecticut,41.7646,-72.6909,Phoenix,Arizona,33.4486,-112.0773
Hartford,Connecticut,41.7646,-72.6909,Little Rock,Arkansas,34.7465,-92.2896
Hartford,Connecticut,41.7646,-72.6909,Sacramento,California,38.5816,-121.4944
Hartford,Connecticut,41.7646,-72.6909,Denver,Colorado,39.7392,-104.9849
Hartford,Connecticut,41.7646,-72.6909,Hartford,Connecticut,41.7646,-72.6909
Hartford,Connecticut,41.7646,-72.6909,Dover,Delaware,39.1582,-75.5244
Hartford,Connecticut,41.7646,-72.6909,Tallahassee,Florida,30.4381,-84.2809
Hartford,Connecticut,41.7646,-72.6909,Atlanta,Georgia,33.7491,-84.3902
Hartford,Connecticut,41.7646,-72.6909,Honolulu,Hawaii,21.3251,-157.8466
Hartford,Connecticut,41.7646,-72.6909,Boise,Idaho,43.6166,-116.2008
Hartford,Connecticut,41.7646,-72.6909,Springfield,Illinios,39.7997,-89.6475
Hartford,Connecticut,41.7646,-72.6909,Indianapolis,Indiana,39.7683,-86.1584
Hartford,Connecticut,41.7646,-72.6909,Des Monies,Iowa,41.5872,-93.6219
Hartford,Connecticut,41.7646,-72.6909,Topeka,Kansas,39.049,-95.6776
Hartford,Connecticut,41.7646,-72.6909,Frankfort,Kentucky,38.2009,-84.8733
Hartford,Connecticut,41.7646,-72.6909,Baton Rouge,Louisiana,30.446,-91.1874
Hartford,Connecticut,41.7646,-72.6909,Augusta,Maine,44.3106,-69.7797
Hartford,Connecticut,41.7646,-72.6909,Annapolis,Maryland,38.9786,-76.4928
Hartford,Connecticut,41.7646,-72.6909,Boston,Massachusetts,42.3603,-71.0583
Hartford,Connecticut,41.7646,-72.6909,Lansing,Michigan,42.7338,-84.5554
Hartford,Connecticut,41.7646,-72.6909,St. Paul,Minnesota,44.9504,-93.1015
Hartford,Connecticut,41.7646,-72.6909,Jackson,Mississippi,32.299,-90.1848
Hartford,Connecticut,41.7646,-72.6909,Jefferson City,Missouri,38.5774,-92.1724
